register,kind,name,qid,lat,lon,sitelinks,population,has_image,status,matched,auto_admit,beauty_est,queued
unesco_whc,unesco_whc,Effry National Military Cemetery,Q20971295,49.92406,3.98143,2,,yes,missing,,no,5.1,2026-09-03
unesco_whc,unesco_whc,La Forestière National Cemetery,Q20973830,49.1675,5.0033,2,,yes,missing,,no,5.1,2026-09-03
unesco_whc,unesco_whc,Le Sourd Franco-German military cemetery,Q20973837,49.85533,3.73378,2,,yes,missing,,no,5.1,2026-09-03
unesco_whc,unesco_whc,Pierrepont National Cemetery,Q20973867,49.41483,5.70412,2,,yes,missing,,no,5.9,2026-09-03
unesco_whc,unesco_whc,Solovetsky state Museum-reserve,Q18785988,65.0248,35.7105,2,,yes,missing,,no,7.6,2026-09-03
unesco_whc,unesco_whc,Chemin des Dames Memorial Chapel,Q19407109,49.44302,3.66709,2,,yes,missing,,no,6.6,2026-09-03
unesco_whc,unesco_whc,Cuts National Cemetery,Q19407145,49.52886,3.09213,2,,yes,missing,,no,5.1,2026-09-03
unesco_whc,unesco_whc,Sarrebourg National Prisoners of War Cemetery,Q19407152,48.74242,7.0345,2,,yes,missing,,no,5.1,2026-09-03
unesco_whc,unesco_whc,Saint-Benoît-la-Chipotte National Cemetery,Q19407153,48.37009,6.77441,2,,yes,missing,,no,5.1,2026-09-03
unesco_whc,unesco_whc,Craonnelle National Cemetery,Q19945178,49.43192,3.77301,2,,yes,missing,,no,6.6,2026-09-03
unesco_whc,unesco_whc,La Crouée National Cemetery,Q19951185,49.18787,4.53837,2,,yes,missing,,no,6.6,2026-09-03
unesco_whc,unesco_whc,Grande Tombe de Villeroy (Chauconin-Neufmontiers),Q20819675,48.97998,2.80165,2,,yes,missing,,no,5.9,2026-09-03
unesco_tentative,unesco_tentative,Pretziener Wehr,Q1504257,52.0392,11.8281,2,,yes,missing,,no,3.7,2026-09-03
unesco_tentative,unesco_tentative,Mithraeum of Zerzevan Castle,Q86093389,37.60981,40.49871,2,,yes,missing,,no,3.7,2026-09-03
unesco_tentative,unesco_tentative,Val d'Alpone,Q4007440,45.41667,11.28333,2,,yes,missing,,no,5.8,2026-09-03
unesco_tentative,unesco_tentative,Koramaz Valley,Q6005258,38.80278,35.68389,2,,no,missing,,no,2.9,2026-09-03
unesco_tentative,unesco_tentative,Yıldız Porcelain Factory,Q6082521,41.04806,29.01853,2,,yes,missing,,no,5.4,2026-09-03
unesco_tentative,unesco_tentative,Çadır Villa,Q6100184,41.04758,29.01336,2,,yes,missing,,no,5.4,2026-09-03
unesco_tentative,unesco_tentative,Vrachanski Karst,Q12275662,43.17251,23.48225,2,,yes,missing,,no,2.9,2026-09-03
unesco_tentative,unesco_tentative,roadstead of Marseille,Q38284900,43.31956,5.31532,2,,yes,missing,,no,5.4,2026-09-03
unesco_tentative,unesco_tentative,Middle East Technical University Campus,Q140159880,39.89306,32.785,2,,yes,missing,,no,2.9,2026-09-03
unesco_tentative,unesco_tentative,Çit Pavilion,Q31191088,41.05061,29.01108,2,,yes,missing,,no,5.4,2026-09-03
unesco_tentative,unesco_tentative,Great Mabeyn Pavilion,Q31191094,41.05041,29.01101,2,,yes,missing,,no,5.4,2026-09-03
unesco_tentative,unesco_tentative,Luhačovice spa,Q64676391,49.11028,17.76333,2,,yes,missing,,no,3.7,2026-09-03
unesco_tentative,unesco_tentative,Ephesus,Q64699469,37.92917,27.35944,2,,yes,missing,,no,5.4,2026-09-03
unesco_tentative,unesco_tentative,Sardis and the Lydian Tumuli of Bin Tepe,Q64735723,38.48194,28.04528,2,,yes,missing,,no,5.4,2026-09-03
unesco_tentative,unesco_tentative,Talayotic Culture of Minorca,Q64990632,39.9975,3.90889,2,,no,missing,,no,3.7,2026-09-03
national_park,national_park,Nationalpark Kalabrien,Q3895697,39.14231,16.64888,2,,no,missing,,no,3.4,2026-09-03
national_park,national_park,Nationalpark Orjen,Q1968953,42.56667,18.53333,2,,yes,missing,,no,7.2,2026-09-03
national_park,national_park,National Park of Nestos Delta and lakes Vistonida-Ismarida,Q56254242,40.985,24.715,2,,yes,missing,,no,4.2,2026-09-03
national_park,national_park,Prokletije National Park,Q25469278,42.5327,20.1402,2,,yes,missing,,no,3.4,2026-09-03
unesco_geopark,national_park,Geopark Mecklenburgische Eiszeitlandschaft,Q1503312,53.5833,13.1667,2,,no,missing,,no,3.4,2026-09-03
unesco_geopark,national_park,"Volcano Park, Mayen-Koblenz",Q2535396,50.38816,7.40209,2,,no,missing,,no,5.5,2026-09-03
unesco_geopark,national_park,Rocca di Cerere Geopark,Q3939466,37.56802,14.27782,2,,no,missing,,no,4.9,2026-09-03
unesco_geopark,national_park,Fforest Fawr Geopark,Q5446226,51.937,-3.321,2,,yes,missing,,no,4.9,2026-09-03
unesco_geopark,national_park,Katla Geopark,Q6377678,63.632,-19.136,2,,no,missing,,no,3.4,2026-09-03
unesco_geopark,national_park,Villuercas-Ibores-Jara UNESCO Global Geopark,Q6439032,39.37992,-5.38906,2,,no,missing,,no,5.9,2026-09-03
unesco_geopark,national_park,Marble Arch Caves Global Geopark,Q6755158,54.2584,-7.81431,2,,yes,missing,,no,3.4,2026-09-03
unesco_geopark,national_park,Geopark Sardona,Q18411936,46.92305,9.2514,2,,no,missing,,no,5.9,2026-09-03
unesco_geopark,national_park,Geopark Owadów-Brzezinki,Q114012562,51.37944,20.13167,2,,no,missing,,no,3.4,2026-09-03
unesco_geopark,national_park,Geopark Góra Świętej Anny,Q122834524,50.4529,18.16706,2,,yes,missing,,no,4.2,2026-09-03
unesco_geopark,national_park,Geopark Vítkov,Q125840882,49.77851,17.75683,2,,yes,missing,,no,4.2,2026-09-03
unesco_geopark,national_park,Bakony–Balaton UNESCO Global Geopark,Q21283524,47.05583,17.69167,2,,yes,missing,,no,3.4,2026-09-03
unesco_geopark,national_park,Geopark Spořilov,Q21874939,50.0404,14.47479,2,,yes,missing,,no,5.9,2026-09-03
unesco_geopark,national_park,Geopark Říčany,Q25391345,49.99183,14.65322,2,,yes,missing,,no,6.3,2026-09-03
biosphere_reserve,national_park,Danube Delta Biosphere Reserve,Q22343266,45.21667,29.76667,2,,yes,missing,,no,4.2,2026-09-03
biosphere_reserve,national_park,Taynish,Q22674440,56.0,-5.63333,2,,no,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,Wienerwald Biosphere Reserve,Q22678488,48.1333,16.0667,2,,no,missing,,no,6.6,2026-09-03
biosphere_reserve,national_park,Camili Biosphere Reserve,Q22680889,41.26,41.77,2,,yes,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,Schwäbische Alb,Q864720,48.4345,9.4787,2,,yes,missing,,no,5.9,2026-09-03
biosphere_reserve,national_park,Bliesgau Biosphere Reserve,Q864729,49.2934,7.2108,2,,yes,missing,,no,4.2,2026-09-03
biosphere_reserve,national_park,Flusslandschaft Elbe Biosphere Reserve,Q864732,52.33,11.34,2,,yes,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,Biosphärenreservat Flusslandschaft Elbe – Mecklenburg-Vorpommern,Q864739,53.30229,11.05844,2,,yes,missing,,no,4.2,2026-09-03
biosphere_reserve,national_park,Biosphärenreservat Niedersächsische Elbtalaue,Q864745,53.23601,10.96079,2,,yes,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,Waddensea of Lower Saxony Biosphere Reserve,Q864749,53.54,8.25,2,,yes,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,Wadden Sea and Hallig Islands of Schleswig-Holstein Biosphere Reserve,Q864760,53.59,8.16,2,,yes,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,Spreewald Biosphere Reserve,Q864768,52.46667,14.35,2,,yes,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,Vadálló-kövek,Q1400803,47.73968,18.91205,2,,yes,missing,,no,4.2,2026-09-03
biosphere_reserve,national_park,Los Valles de Omaña y Luna Biosphere Reserve,Q6106218,42.9,-5.95,2,,yes,missing,,no,4.2,2026-09-03
biosphere_reserve,national_park,Alto de Bernesga Biosphere Reserve,Q6106222,42.85,-5.66667,2,,yes,missing,,no,4.2,2026-09-03
biosphere_reserve,national_park,"Valles del Leza, Jubera, Cidacos and Alhama Biosphere Reserve",Q6159300,42.16,-2.18,2,,yes,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,Braunton Burrows North Devon Biosphere Reserve,Q7055111,51.0,-4.1333,2,,yes,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,Skärgårdshavets biosfärområde,Q10670983,60.0,22.0,2,,no,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,Dyfi Biosphere,Q13126019,52.32,-4.0,2,,yes,missing,,no,4.2,2026-09-03
biosphere_reserve,national_park,Biosfera Val Müstair,Q17310548,46.6108,10.3652,2,,yes,missing,,no,6.3,2026-09-03
biosphere_reserve,national_park,Kempen-Broek UNESCO Biosphere Reserve,Q2137685,51.20632,5.62809,2,,no,missing,,no,4.2,2026-09-03
biosphere_reserve,national_park,Dupkata,Q5639817,41.77556,24.26667,2,,no,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,Voxnadalen,Q86189513,61.52444,15.46167,2,,yes,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,réserve de biosphère des îles et mer d'Iroise,Q93973837,48.21603,-4.91575,2,,yes,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,Valle del Cabriel Biosphere Reserve,Q102419578,39.33524,-1.33914,2,,yes,missing,,no,3.4,2026-09-03
biosphere_reserve,national_park,South Moselle biosphere reserve,Q110831783,48.72224,7.0427,2,,no,missing,,no,3.4,2026-09-03
fr_plus_beaux_villages,beautiful_village,Pujols-le-Haut,Q29034928,44.385,0.688,1,,yes,missing,,no,4.9,2026-09-03
fr_plus_beaux_detours,heritage_town,Neufchâteau,Q210787,48.35556,5.69611,1,6732,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Centro Histórico de Castaño del Robledo,Q43169680,37.88333,-6.7,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto Histórico Artístico la Villa de Ráfales,Q43169788,40.83743,0.02052,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto histórico de Gata,Q43169833,40.23774,-6.5967,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto histórico artístico de la villa de Cartes,Q43169959,43.32604,-4.06883,1,,yes,member_of,gem:lierganes,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto histórico de Caravaca de la Cruz,Q43170031,38.10651,-1.86325,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Centro Histórico de Vélez Rubio,Q43170132,37.64859,-2.07429,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto histórico de Peña,Q43170296,42.49426,-1.29961,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Puente Viejo,Q43170466,39.9807,-6.53709,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Lois,Q43170493,42.98194,-5.14639,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Sedano,Q43170621,42.71634,-3.74986,1,,yes,missing,,no,5.4,2026-09-03
es_conjunto_historico,heritage_town,Tower of La Vecilla,Q43170646,42.84856,-5.40603,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Llerena Historic Grouping,Q43167580,38.2379,-6.01491,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto histórico de Belmonte,Q43167715,39.55829,-2.70787,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto histórico de Feria,Q43167899,38.51266,-6.56504,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Valverde de la Vera,Q43167961,40.12285,-5.49447,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conxunto histórico artístico de Castro de Rei,Q43167981,43.20897,-7.40003,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Conxunto histórico de Allariz,Q43168017,42.18936,-7.80199,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Historical site of Pazos de Arenteiro,Q43168440,42.39849,-8.14526,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,"Iglesia parroquial de San Andrés Apostol, Villarejo de Salvanés",Q43168573,40.1683,-3.27423,1,,yes,missing,,no,5.9,2026-09-03
es_conjunto_historico,heritage_town,City of Villanueva de los Infantes,Q43168602,38.73397,-3.01163,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto Histórico de Chinchilla de Montearagón,Q43169081,38.91995,-1.72632,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Centro Histórico de Aroche,Q43169187,37.93333,-6.95,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto histórico artístico de Riocorvo,Q43169307,43.3125,-4.0775,1,,yes,member_of,gem:lierganes,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,City of Moral de Calatrava,Q43169465,38.83068,-3.58052,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto Histórico de Patones,Q43171382,40.86589,-3.49278,1,,yes,missing,,no,5.4,2026-09-03
es_conjunto_historico,heritage_town,Conjunto Histórico de la plaza de Segovia y la Iglesia Parroquial de Nuestra Señora de la Asunción,Q43171449,40.28807,-4.01435,1,,yes,missing,,no,6.4,2026-09-03
es_conjunto_historico,heritage_town,Conjunto histórico de Rello,Q43171496,41.33194,-2.74917,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Centro Histórico de Los Marines,Q43171596,37.9,-6.61667,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Campo del Agua,Q43171878,42.77472,-6.82333,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Historic centre of Sant Mateu,Q43171921,40.46521,0.17875,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Centro Histórico de Corteconcepción,Q43172113,37.89778,-6.50972,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto Histórico de Ansó,Q43172173,42.75,-0.81667,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto histórico de Villarcayo,Q43172239,42.9381,-3.57309,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Miravete de la Sierra,Q43172428,40.57709,-0.694,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Conjunto Histórico Artístico la Villa de Beceite,Q43172434,40.83106,0.17956,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Vadocondes,Q43172538,41.63936,-3.57286,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto Histórico de Colmenar de Oreja,Q52702771,40.10834,-3.38809,1,,yes,missing,,no,6.4,2026-09-03
es_conjunto_historico,heritage_town,Recinto fortificado de Montañana,Q55840617,42.16241,0.67719,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Conjunto Histórico Artístico de Salvatierra,Q56556869,42.85199,-2.38956,1,,yes,missing,,no,5.4,2026-09-03
es_conjunto_historico,heritage_town,Núcleo Histórico Tradicional Central de San Juan de Alicante,Q64624090,38.40167,-0.43583,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Núcleo Histórico Tradicional de Casas Altas,Q64760313,40.03944,-1.26167,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Núcleo Histórico Tradicional de Aras de los Olmos,Q64907730,39.92444,-1.13333,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Núcleo histórico tradicional de Bolulla,Q65010030,38.67681,-0.11194,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Casco antiguo de Tárbena,Q65010033,38.69361,-0.10222,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Historical area of Alfara de la Baronia,Q65660836,39.76278,-0.35556,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Historical Area of El Poble Nou de Benitatxell,Q68014502,38.7325,0.14472,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Centro histórico de Castril,Q97604496,37.79583,-2.77889,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Centro Histórico de Alhama de Granada,Q97604500,37.00387,-3.98306,1,,yes,missing,,no,5.4,2026-09-03
es_conjunto_historico,heritage_town,Centro Histórico de Torre Alháquime,Q97620038,36.91567,-5.23468,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,historical centre of San Roque,Q97620042,36.20972,-5.38444,1,,no,missing,,no,5.4,2026-09-03
es_conjunto_historico,heritage_town,Centro Histórico de Olvera,Q97620052,36.93456,-5.26707,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,historical centre of Jimena de la Frontera,Q97620055,36.4369,-5.45414,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Centro Histórico de Bornos,Q97620060,36.81489,-5.74438,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Centro Histórico de Benaocaz,Q97620062,36.70019,-5.42127,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Centro Histórico de Alcalá de los Gazules,Q97620066,36.46667,-5.71667,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Centro Histórico de Sabiote,Q97631013,38.0709,-3.30265,1,,yes,missing,,no,5.4,2026-09-03
es_conjunto_historico,heritage_town,historical centre of Macharaviaya,Q97633684,36.75,-4.2,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,historical centre of Casares,Q97633688,36.44493,-5.27323,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Centro Histórico de Guadalcanal,Q97643029,38.09249,-5.82069,1,,yes,member_of,gem:cazalla-de-la-sierra,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunt de Sant Martí de Provençals,Q116850195,41.4205,2.1971,1,,yes,member_of,gem:faial-azores,no,7.1,2026-09-03
es_conjunto_historico,heritage_town,Benifaraig historical area,Q122697566,39.52944,-0.38556,1,,yes,missing,,no,6.4,2026-09-03
es_conjunto_historico,heritage_town,Villa de Santesteban de Lerín,Q20492353,43.13132,-1.67055,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto monumental de Durango,Q20492355,43.16698,-2.6321,1,,yes,missing,,no,5.4,2026-09-03
es_conjunto_historico,heritage_town,Parte Vieja de Oñati,Q20492380,43.03211,-2.41194,1,,no,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Conjunto histórico de Segura,Q20492387,43.00861,-2.25286,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,conjunto histórico de la villa de Palazuelos,Q27702279,41.09159,-2.69207,1,,no,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto Histórico de la Villa de Ayllón,Q27728890,41.41967,-3.37624,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Centro Histórico de Iznatoraf,Q30307528,38.15778,-3.03222,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,Conjunto Histórico de la Villa de Piedrahíta,Q42185639,40.46447,-5.3271,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,"Old Square, Saldaña",Q43078181,42.52302,-4.73646,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Centro Histórico de Zufre,Q43079204,37.83333,-6.33333,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,"Casa Fuerte, convent and church of San Gregorio",Q43114872,41.90896,-2.44709,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto histórico artístico de Olivenza,Q43167295,38.68593,-7.10007,1,,yes,missing,,no,5.4,2026-09-03
es_conjunto_historico,heritage_town,Historic center of Elorrio,Q43167302,43.13066,-2.54271,1,,yes,missing,,no,5.9,2026-09-03
es_conjunto_historico,heritage_town,Conjunto Histórico Fuente del Maestre,Q18396658,38.52843,-6.44989,1,,yes,missing,,no,4.7,2026-09-03
es_conjunto_historico,heritage_town,historic site of Argul,Q5684908,43.27389,-6.87056,1,,no,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Conjunto histórico-artístico de Fregenal de la Sierra,Q5783306,38.16667,-6.65,1,,yes,missing,,no,3.8,2026-09-03
es_conjunto_historico,heritage_town,Ferrería de San Blas,Q5860662,42.83825,-5.15364,1,,yes,missing,,no,3.8,2026-09-03
unesco_whc,unesco_whc,Chapel of Mondement-Montgivroux,Q41780872,48.78658,3.77552,1,,yes,missing,,no,6.6,2026-09-03
unesco_whc,unesco_whc,ancient village of Northern Syria,Q55140228,36.33417,36.84417,1,,yes,missing,,no,5.9,2026-09-03
unesco_whc,unesco_whc,"Vrigne-Meuse Cemetery plot for deceased of November 11, 1918",Q56599670,49.70164,4.84314,1,,yes,missing,,no,5.1,2026-09-03
unesco_whc,unesco_whc,Works of Antoni Gaudí,Q921745,41.36383,2.02782,1,,yes,missing,,no,8.3,2026-09-03
unesco_whc,unesco_whc,Memorial stones and tombs of Petit Donon,Q59310530,48.5128,7.16528,1,,yes,missing,,no,5.9,2026-09-03
unesco_whc,unesco_whc,Souain German military cemetery,Q59594168,49.18908,4.53594,1,,yes,missing,,no,6.6,2026-09-03
unesco_whc,unesco_whc,German section of the Chestres  military cemetery,Q59616773,49.3972,4.72712,1,,yes,missing,,no,5.1,2026-09-03
unesco_whc,unesco_whc,Lagarde German military cemetery,Q60042743,48.69167,6.71114,1,,yes,missing,,no,5.9,2026-09-03
unesco_whc,unesco_whc,Thiescourt German military cemetery,Q60162677,49.56858,2.88508,1,,yes,missing,,no,5.1,2026-09-03
unesco_whc,unesco_whc,Bellefontaine Franco-German military cemetery,Q60565263,49.66408,5.51481,1,,yes,missing,,no,5.9,2026-09-03
unesco_whc,unesco_whc,Bois du Puits cemetery,Q61744168,49.19371,4.36805,1,,yes,missing,,no,6.6,2026-09-03
unesco_whc,unesco_whc,Cemetery of the Executed in Tamines,Q64685483,50.4317,4.6142,1,,yes,missing,,no,8.9,2026-09-03
unesco_whc,unesco_whc,Penascosa,Q64686794,40.98638,-7.0999,1,,yes,missing,,no,8.0,2026-09-03
unesco_whc,unesco_whc,Göreme National Park and the Rock Sites of Cappadocia,Q64705367,38.66667,34.85,1,,yes,missing,,no,5.9,2026-09-03
unesco_whc,unesco_whc,Cultural Landscape of the Serra de Tramuntana,Q64860434,39.73083,2.69472,1,,yes,member_of,gem:soller,no,7.6,2026-09-03
unesco_whc,unesco_whc,"Rabat, Modern Capital and Historic City",Q65926560,34.0242,-6.8228,1,,yes,missing,,no,7.6,2026-09-03
unesco_whc,unesco_whc,l’Orée de la Forêt Military Cemetery,Q2201265,49.73,5.48111,1,,no,missing,,no,5.9,2026-09-03
unesco_whc,unesco_whc,Cemetery of Mondement-Montgivroux,Q110350440,48.7865,3.7754,1,,yes,missing,,no,6.6,2026-09-03
unesco_whc,unesco_whc,Gerbéviller Cemetery of Civilian Victims,Q122819132,48.50417,6.5075,1,,yes,missing,,no,5.9,2026-09-03
unesco_whc,unesco_whc,Limes Tower I,Q129286916,50.50365,7.31777,1,,yes,missing,,no,7.6,2026-09-03
unesco_whc,unesco_whc,Los Trepadores rock shelter,Q131752552,41.01694,-0.68278,1,,yes,missing,,no,5.1,2026-09-03
unesco_whc,unesco_whc,Gate of Chellah,Q137884195,34.00682,-6.82316,1,,yes,missing,,no,7.6,2026-09-03
unesco_whc,unesco_whc,Wieliczka and Bochnia Royal Salt Mines,Q15240748,49.97917,20.06389,1,,yes,member_of,gem:ojcow,no,7.6,2026-09-03
unesco_whc,unesco_whc,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",Q15728421,42.32519,8.62883,1,,yes,member_of,gem:calanques-de-piana,no,7.6,2026-09-03
unesco_whc,unesco_whc,Xanthos-Letoon,Q16912661,36.335,29.32028,1,,yes,missing,,no,7.6,2026-09-03
unesco_whc,unesco_whc,Riche National Cemetery,Q20973879,48.90594,6.63016,1,,yes,missing,,no,6.6,2026-09-03
unesco_whc,unesco_whc,La Harazée in Vienne-le-Château National Cemetery,Q20973921,49.19615,4.91639,1,,no,missing,,no,5.1,2026-09-03
unesco_whc,unesco_whc,Opera National Cemetery,Q21570181,49.19164,4.55563,1,,yes,missing,,no,6.6,2026-09-03
unesco_whc,unesco_whc,Cité des Électriciens,Q22997438,50.48218,2.55356,1,,yes,missing,,no,5.1,2026-09-03
unesco_whc,unesco_whc,Pontcysyllte Aqueduct and Canal,Q24677919,52.97212,-3.08727,1,,yes,missing,,no,7.6,2026-09-03
unesco_whc,unesco_whc,Cutting National Cemetery,Q20970719,48.84069,6.83524,1,,yes,missing,,no,5.9,2026-09-03
unesco_whc,unesco_whc,Lagarde National Cemetery,Q20973832,48.69185,6.69992,1,,yes,missing,,no,5.9,2026-09-03
unesco_whc,unesco_whc,Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),Q16946966,34.28294,35.95161,1,,yes,missing,,no,8.8,2026-09-03
unesco_whc,unesco_whc,Kremlin and Red Square,Q16961872,55.75361,37.62,1,,yes,missing,,no,9.0,2026-09-03
unesco_whc,unesco_whc,Monastery of Geghard and the Upper Azat Valley,Q17155656,40.15889,44.79667,1,,no,missing,,no,8.0,2026-09-03
unesco_whc,unesco_whc,Saint-Thomas-en-Argonne National War Cemetery,Q19951189,49.20042,4.88853,1,,no,missing,,no,5.1,2026-09-03
unesco_whc,unesco_whc,Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,Q20963673,37.91086,40.22728,1,,yes,missing,,no,7.6,2026-09-03
unesco_tentative,unesco_tentative,Breiðafjörður nature reserve,Q2828287,65.33333,-22.66667,1,,no,missing,,no,2.9,2026-09-03
unesco_tentative,unesco_tentative,Rashid Karami International Fair,Q66132776,34.4388,35.8247,1,,no,missing,,no,6.1,2026-09-03
unesco_tentative,unesco_tentative,Yıldız City Museum,Q111633241,41.04958,29.01119,1,,no,missing,,no,5.4,2026-09-03
unesco_tentative,unesco_tentative,Aspendos Roman aqueduct,Q115462642,36.94421,31.16777,1,,yes,missing,,no,2.9,2026-09-03
unesco_tentative,unesco_tentative,YTU Faculty of Architecture Fountain,Q131368773,41.05214,29.01086,1,,yes,missing,,no,5.4,2026-09-03
unesco_tentative,unesco_tentative,Ali Bey Fountain (Yıldız),Q131836062,41.04874,29.00684,1,,yes,missing,,no,5.4,2026-09-03
unesco_tentative,unesco_tentative,"Hamidiye Fountain, Yıldız",Q131836087,41.05046,29.00731,1,,yes,missing,,no,5.4,2026-09-03
unesco_tentative,unesco_tentative,Mihrişah Valide Sultan Fountain (Yıldız),Q131836386,41.0443,29.01145,1,,yes,missing,,no,5.4,2026-09-03
unesco_tentative,unesco_tentative,Ankara: The Planning and Building of a Republican Modern Capital City,Q134292345,39.92078,32.85403,1,,yes,missing,,no,2.9,2026-09-03
unesco_tentative,unesco_tentative,Orhaniye Barracks,Q6040231,41.05222,29.01717,1,,no,missing,,no,5.4,2026-09-03
